Negara,Iso-3,Tahun,Berat,Nilai
Chile,CHL,2018,754.85,23750.56
China,CHN,2018,13271.31,396789.06
Colombia,COL,2018,100.0,1675.0
COOK ISLANDS,COK,2018,0.0,0.0
Costa Rica,CRI,2018,168.0,311.85
Cyprus,CYP,2018,0.0,0.0
Denmark,DNK,2018,5562.0,87938.3
Djibouti,DJI,2018,0.0,0.0
Ecuador,ECU,2018,202.23,7563.78
El Salvador,SLV,2018,1161.0,2597.4
Ethiopia,ETH,2018,476.84,3103.85
Russia,RUS,2018,0.0,0.0
Fiji,FJI,2018,48293.86,474673.14
Finland,FIN,2018,0.0,0.0
French Polynesia,PYF,2018,18087.26,176383.85
Gambia,GMB,2018,0.0,0.0
Georgia,GEO,2018,0.0,0.0
Ghana,GHA,2018,1687.84,17044.65
Gibraltar,GIB,2018,0.0,0.0
Guadeloupe,GLP,2018,0.0,0.0
Guam,GUM,2018,0.0,0.0
Guinea,GIN,2018,0.0,0.0
Guyana,GUY,2018,0.0,0.0
Haiti,HTI,2018,9891.7,54716.64
Hong Kong,HKG,2018,14553.76,348758.96
Hungary,HUN,2018,0.0,0.0
Iceland,ISL,2018,0.0,0.0
India,IND,2018,0.0,0.0
United Kingdom,GBR,2018,18894.02,278110.51
Iraq,IRQ,2018,0.0,0.0
Iran,IRN,2018,0.0,0.0
Ireland,IRL,2018,0.0,0.0
Israel,ISR,2018,84.2,2539.66
Italy,ITA,2018,25271.24,1023819.02
Jamaica,JAM,2018,0.0,0.0
Japan,JPN,2018,163558.42,3094359.48
Germany,DEU,2018,10978.47,232234.28
JERSEY,JEY,2018,0.0,0.0
Jordan,JOR,2018,0.0,0.0
New Caledonia,NCL,2018,325.04,13647.1
Cambodia,KHM,2018,13045.8,46606.2
Cameroon,CMR,2018,0.0,0.0
Canada,CAN,2018,73493.86,1363797.58
Kazakhstan,KAZ,2018,0.0,0.0
Kenya,KEN,2018,411.7,8654.49
Republic of the Congo,COG,2018,0.0,0.0
South Korea,KOR,2018,8536.84,149956.83
Croatia,HRV,2018,0.0,0.0
Kuwait,KWT,2018,46233.05,467067.73
Latvia,LVA,2018,312.02,7430.81
Lebanon,LBN,2018,0.0,0.0
Libya,LBY,2018,0.0,0.0
Lithuania,LTU,2018,0.0,0.0
Luxembourg,LUX,2018,0.0,0.0
Macau,MAC,2018,0.0,0.0
Madagascar,MDG,2018,0.0,0.0
Maldives,MDV,2018,474.8,3143.54
Malaysia,MYS,2018,29313.74,400957.87
Malta,MLT,2018,0.0,0.0
Morocco,MAR,2018,0.0,0.0
Martinique,MTQ,2018,0.0,0.0
Mauritania,MRT,2018,0.0,0.0
Mauritius,MUS,2018,0.0,0.0
Mexico,MEX,2018,13412.09,425458.99
Egypt,EGY,2018,98.18,3655.36
Monaco,MCO,2018,0.0,0.0
Mongolia,MNG,2018,40.0,375.2
Myanmar,MMR,2018,116202.56,960072.79
Namibia,NAM,2018,0.0,0.0
Nepal,NPL,2018,0.0,0.0
Netherlands Antilles,ANT,2018,0.0,0.0
Niger,NER,2018,0.0,0.0
Nigeria,NGA,2018,766.0,2824.79
Nicaragua,NIC,2018,0.0,0.0
Northern Mariana Islands,MNP,2018,0.0,0.0
Norway,NOR,2018,50.0,2603.8
Oman,OMN,2018,736.9,8679.2
Pakistan,PAK,2018,0.0,0.0
Palau,PLW,2018,0.0,0.0
Panama,PAN,2018,864.12,19019.04
Cote d'Ivoire,CIV,2018,42.0,550.55
Papua New Guinea,PNG,2018,74.0,1429.43
Paraguay,PRY,2018,207.49,4656.64
France,FRA,2018,9696.77,413418.51
Peru,PER,2018,0.0,0.0
Philippines,PHL,2018,274.47,7473.21
Poland,POL,2018,0.0,0.0
Portugal,PRT,2018,0.0,0.0
Puerto Rico,PRI,2018,0.0,0.0
Qatar,QAT,2018,0.0,0.0
Czech Republic,CZE,2018,0.0,0.0
Dominican Republic,DOM,2018,4.3,2073.69
Reunion,REU,2018,0.0,0.0
Romania,ROU,2018,0.0,0.0
Saint Kitts and Nevis,KNA,2018,137.0,5729.62
Saint Lucia,LCA,2018,65.0,1294.57
Sao Tome and Principe,STP,2018,0.0,0.0
Saudi Arabia,SAU,2018,36398.61,1286085.55
New Zealand,NZL,2018,179.73,5630.01
Serbia,SRB,2018,0.0,0.0
Seychelles,SYC,2018,30.0,220.0
Singapore,SGP,2018,29347.14,643805.02
Slovakia,SVK,2018,0.0,0.0
Slovenia,SVN,2018,0.0,0.0
Somalia,SOM,2018,0.0,0.0
Spain,ESP,2018,4427.93,49713.99
Sri Lanka,LKA,2018,48532.36,260738.49
Saint Vincent and the Grenadines,VCT,2018,0.0,0.0
Sudan,SDN,2018,11357.07,267139.0
Suriname,SUR,2018,567.75,3633.6
Eswatini,SWZ,2018,0.0,0.0
Sweden,SWE,2018,371.95,14206.11
Switzerland,CHE,2018,10.0,1076.45
Taiwan,TWN,2018,1202.65,26565.16
Thailand,THA,2018,131427.65,1121021.34
Timor-Leste,TLS,2018,20.0,100.0
Togo,TGO,2018,0.0,0.0
Tonga,TON,2018,0.0,0.0
Trinidad and Tobago,TTO,2018,0.0,0.0
Tunisia,TUN,2018,0.0,0.0
Turkey,TUR,2018,25.66,623.04
Turks and Caicos Islands,TCA,2018,0.0,0.0
United States Virgin Islands,VIR,2018,18.0,72.83
Uganda,UGA,2018,0.0,0.0
Ukraine,UKR,2018,0.0,0.0
United Arab Emirates,ARE,2018,137455.69,3345752.65
Uruguay,URY,2018,48.3,2055.6
Uzbekistan,UZB,2018,0.0,0.0
Vanuatu,VUT,2018,21.0,117.88
Venezuela,VEN,2018,0.0,0.0
Vietnam,VNM,2018,9242.17,85920.47
British Virgin Islands,VGB,2018,0.0,0.0
Yemen,YEM,2018,0.0,0.0
Greece,GRC,2018,41.45,824.51
Zimbabwe,ZWE,2018,0.0,0.0
South Africa,ZAF,2019,14477.36,115884.47
Albania,ALB,2019,0.0,0.0
Algeria,DZA,2019,0.0,0.0
United States,USA,2019,1239081.65,24753192.22
Angola,AGO,2019,0.0,0.0
Argentina,ARG,2019,0.0,0.0
Aruba,ABW,2019,0.0,0.0
Australia,AUS,2019,19712.98,499468.88
Austria,AUT,2019,50.0,1327.54
Bahamass,BHS,2019,0.0,0.0
Bahrain,BHR,2019,0.0,0.0
Bangladesh,BGD,2019,8945.7,91224.8
Barbados,BRB,2019,225.0,8850.74
Netherlands,NLD,2019,33973.86,372412.71
Belgium,BEL,2019,473.97,64259.66
Belize,BLZ,2019,0.0,0.0
Benin,BEN,2019,0.0,0.0
Bermuda,BMU,2019,0.0,0.0
Bolivia,BOL,2019,0.0,0.0
Brazil,BRA,2019,218.0,14757.4
Brunei Darussalam,BRN,2019,200.0,2724.78
Bulgaria,BGR,2019,0.0,0.0
Chile,CHL,2019,208.54,8359.72
China,CHN,2019,9665.42,311265.91
Colombia,COL,2019,0.0,0.0
COOK ISLANDS,COK,2019,0.0,0.0
Costa Rica,CRI,2019,165.0,365.51
Cyprus,CYP,2019,0.0,0.0
Denmark,DNK,2019,9345.0,130861.06
Djibouti,DJI,2019,0.0,0.0
Ecuador,ECU,2019,0.0,0.0
El Salvador,SLV,2019,1450.0,3387.29
Ethiopia,ETH,2019,0.0,0.0
Russia,RUS,2019,3.38,177.82
Fiji,FJI,2019,54180.86,591623.56
Finland,FIN,2019,170.0,8147.82
French Polynesia,PYF,2019,8076.87,101421.19
Gambia,GMB,2019,0.0,0.0
Georgia,GEO,2019,0.0,0.0
Ghana,GHA,2019,0.0,0.0
Gibraltar,GIB,2019,0.0,0.0
Guadeloupe,GLP,2019,0.0,0.0
Guam,GUM,2019,93.0,1765.7
Guinea,GIN,2019,0.0,0.0
Guyana,GUY,2019,0.0,0.0
Haiti,HTI,2019,14552.5,79917.0
Hong Kong,HKG,2019,11365.57,352648.67
Hungary,HUN,2019,0.0,0.0
Iceland,ISL,2019,0.0,0.0
India,IND,2019,1.0,425.0
United Kingdom,GBR,2019,37383.5,824713.21
Iraq,IRQ,2019,0.0,0.0
Iran,IRN,2019,0.0,0.0
Ireland,IRL,2019,0.0,0.0
Israel,ISR,2019,0.0,0.0
Italy,ITA,2019,19385.6,893679.47
Jamaica,JAM,2019,0.0,0.0
Japan,JPN,2019,52925.3,943220.16
Germany,DEU,2019,6466.13,134015.46
JERSEY,JEY,2019,0.0,0.0
Jordan,JOR,2019,0.0,0.0
New Caledonia,NCL,2019,456.0,8838.8
Cambodia,KHM,2019,0.0,0.0
Cameroon,CMR,2019,0.0,0.0
Canada,CAN,2019,40299.54,809241.57
Kazakhstan,KAZ,2019,0.0,0.0
Kenya,KEN,2019,0.0,0.0
Republic of the Congo,COG,2019,0.0,0.0
South Korea,KOR,2019,2161.82,30962.4
Croatia,HRV,2019,0.0,0.0
Kuwait,KWT,2019,27533.46,284990.55
Latvia,LVA,2019,0.0,0.0
Lebanon,LBN,2019,0.0,0.0
Libya,LBY,2019,0.0,0.0
Lithuania,LTU,2019,0.0,0.0
Luxembourg,LUX,2019,0.0,0.0
Macau,MAC,2019,0.0,0.0
Madagascar,MDG,2019,0.0,0.0
Maldives,MDV,2019,160.0,3072.0
Malaysia,MYS,2019,105362.44,1330326.63
Malta,MLT,2019,0.0,0.0
Morocco,MAR,2019,0.0,0.0
Martinique,MTQ,2019,0.0,0.0
Mauritania,MRT,2019,0.0,0.0
Mauritius,MUS,2019,0.0,0.0
Mexico,MEX,2019,3718.76,80484.1
Egypt,EGY,2019,4857.87,42978.75
Monaco,MCO,2019,0.0,0.0
Mongolia,MNG,2019,0.0,0.0
Myanmar,MMR,2019,117886.75,1076429.21
Namibia,NAM,2019,2.0,149.94
Nepal,NPL,2019,0.0,0.0
Netherlands Antilles,ANT,2019,136.0,44650.42
Niger,NER,2019,0.0,0.0
Nigeria,NGA,2019,1144.0,4039.52
Nicaragua,NIC,2019,0.0,0.0
Northern Mariana Islands,MNP,2019,0.0,0.0
Norway,NOR,2019,1.0,94.25
Oman,OMN,2019,2091.4,27637.15
Pakistan,PAK,2019,0.0,0.0
Palau,PLW,2019,0.0,0.0
Panama,PAN,2019,0.0,0.0
Cote d'Ivoire,CIV,2019,0.0,0.0
Papua New Guinea,PNG,2019,0.0,0.0
Paraguay,PRY,2019,0.0,0.0
France,FRA,2019,11163.83,349484.61
Peru,PER,2019,0.0,0.0
Philippines,PHL,2019,15600.39,103131.9
Poland,POL,2019,0.0,0.0
Portugal,PRT,2019,0.0,0.0
Puerto Rico,PRI,2019,0.0,0.0
Qatar,QAT,2019,0.0,0.0
Czech Republic,CZE,2019,0.0,0.0
Dominican Republic,DOM,2019,455.0,15561.36
Reunion,REU,2019,0.0,0.0
Romania,ROU,2019,0.0,0.0
Saint Kitts and Nevis,KNA,2019,403.0,12144.09
Saint Lucia,LCA,2019,17.2,689.55
Sao Tome and Principe,STP,2019,0.0,0.0
Saudi Arabia,SAU,2019,21437.09,338429.52
New Zealand,NZL,2019,642.73,9891.98
Serbia,SRB,2019,36.0,1170.0
Seychelles,SYC,2019,560.0,4804.2
Singapore,SGP,2019,15330.73,400926.7
Slovakia,SVK,2019,0.0,0.0
Slovenia,SVN,2019,0.0,0.0
Somalia,SOM,2019,0.0,0.0
Spain,ESP,2019,203.9,3085.77
Sri Lanka,LKA,2019,46016.11,245720.24
Saint Vincent and the Grenadines,VCT,2019,0.0,0.0
Sudan,SDN,2019,0.0,0.0
Suriname,SUR,2019,533.6,3075.8
Eswatini,SWZ,2019,0.0,0.0
Sweden,SWE,2019,10.8,1024.74
Switzerland,CHE,2019,74.92,1260.72
Taiwan,TWN,2019,4434.8,25004.91
Thailand,THA,2019,131975.14,1062540.27
Timor-Leste,TLS,2019,782.14,1876.46
Togo,TGO,2019,0.0,0.0
Tonga,TON,2019,0.0,0.0
Trinidad and Tobago,TTO,2019,0.0,0.0
Tunisia,TUN,2019,0.0,0.0
Turkey,TUR,2019,0.0,0.0
Turks and Caicos Islands,TCA,2019,0.0,0.0
United States Virgin Islands,VIR,2019,0.0,0.0
Uganda,UGA,2019,0.0,0.0
Ukraine,UKR,2019,0.0,0.0
United Arab Emirates,ARE,2019,132527.48,3560859.3
Uruguay,URY,2019,0.0,0.0
Uzbekistan,UZB,2019,0.0,0.0
Vanuatu,VUT,2019,0.0,0.0
Venezuela,VEN,2019,0.0,0.0
Vietnam,VNM,2019,3517.32,46726.27
British Virgin Islands,VGB,2019,0.0,0.0
Yemen,YEM,2019,0.0,0.0
Greece,GRC,2019,510.23,8635.0
Zimbabwe,ZWE,2019,0.0,0.0
South Africa,ZAF,2020,14301.7,1187.9
Albania,ALB,2020,0.0,0.0
Algeria,DZA,2020,0.0,0.0
United States,USA,2020,19707557.47,1047693.11
Angola,AGO,2020,0.0,0.0
Argentina,ARG,2020,0.0,0.0
Aruba,ABW,2020,0.0,0.0
Australia,AUS,2020,521102.61,22364.01
Austria,AUT,2020,77.1,3.4
Bahamass,BHS,2020,1122.18,4.66
Bahrain,BHR,2020,824.77,2.95
Bangladesh,BGD,2020,0.0,0.0
Barbados,BRB,2020,998.81,3.15
Netherlands,NLD,2020,439630.92,21792.84
Belgium,BEL,2020,829.01,31.9
Belize,BLZ,2020,0.0,0.0
Benin,BEN,2020,0.0,0.0
Bermuda,BMU,2020,0.0,0.0
Bolivia,BOL,2020,0.0,0.0
Brazil,BRA,2020,0.0,0.0
Brunei Darussalam,BRN,2020,10125.8,382.5
Bulgaria,BGR,2020,0.0,0.0
Chile,CHL,2020,11178.06,287.02
China,CHN,2020,13374.22,647.32
Colombia,COL,2020,2040.0,52.48
COOK ISLANDS,COK,2020,0.0,0.0
Costa Rica,CRI,2020,3376.17,136.0
Cyprus,CYP,2020,0.0,0.0
Denmark,DNK,2020,29363.13,1419.0
Djibouti,DJI,2020,42660.0,3033.6
Ecuador,ECU,2020,5175.5,249.84
El Salvador,SLV,2020,0.0,0.0
Ethiopia,ETH,2020,77.83,20.59
Russia,RUS,2020,3205.66,88.15
Fiji,FJI,2020,499566.2,44723.55
Finland,FIN,2020,0.0,0.0
French Polynesia,PYF,2020,60525.32,5730.48
Gambia,GMB,2020,0.0,0.0
Georgia,GEO,2020,0.0,0.0
Ghana,GHA,2020,0.0,0.0
Gibraltar,GIB,2020,0.0,0.0
Guadeloupe,GLP,2020,508.64,1.52
Guam,GUM,2020,0.0,0.0
Guinea,GIN,2020,0.0,0.0
Guyana,GUY,2020,0.0,0.0
Haiti,HTI,2020,29211.1,5291.2
Hong Kong,HKG,2020,96544.77,3279.65
Hungary,HUN,2020,0.0,0.0
Iceland,ISL,2020,0.0,0.0
India,IND,2020,120114.88,85637.26
United Kingdom,GBR,2020,284235.2,22616.9
Iraq,IRQ,2020,0.0,0.0
Iran,IRN,2020,0.0,0.0
Ireland,IRL,2020,0.0,0.0
Israel,ISR,2020,2868.89,13.75
Italy,ITA,2020,670437.12,41955.84
Jamaica,JAM,2020,0.0,0.0
Japan,JPN,2020,431031.13,36663.61
Germany,DEU,2020,370663.05,20621.39
JERSEY,JEY,2020,36.72,0.5
Jordan,JOR,2020,0.0,0.0
New Caledonia,NCL,2020,0.0,0.0
Cambodia,KHM,2020,0.0,0.0
Cameroon,CMR,2020,0.0,0.0
Canada,CAN,2020,671786.26,41778.11
Kazakhstan,KAZ,2020,0.0,0.0
Kenya,KEN,2020,0.0,0.0
Republic of the Congo,COG,2020,0.0,0.0
South Korea,KOR,2020,5452.9,248.03
Croatia,HRV,2020,0.0,0.0
Kuwait,KWT,2020,21846.44,2104.22
Latvia,LVA,2020,0.0,0.0
Lebanon,LBN,2020,0.0,0.0
Libya,LBY,2020,0.0,0.0
Lithuania,LTU,2020,12758.78,754.79
Luxembourg,LUX,2020,0.0,0.0
Macau,MAC,2020,0.0,0.0
Madagascar,MDG,2020,0.0,0.0
Maldives,MDV,2020,0.0,0.0
Malaysia,MYS,2020,287361.81,13033.26
Malta,MLT,2020,0.0,0.0
Morocco,MAR,2020,0.0,0.0
Martinique,MTQ,2020,0.0,0.0
Mauritania,MRT,2020,0.0,0.0
Mauritius,MUS,2020,0.0,0.0
Mexico,MEX,2020,39233.33,1036.9
Egypt,EGY,2020,1018.68,27.05
Monaco,MCO,2020,231.92,2.1
Mongolia,MNG,2020,0.0,0.0
Myanmar,MMR,2020,596479.39,58343.36
Namibia,NAM,2020,0.0,0.0
Nepal,NPL,2020,0.0,0.0
Netherlands Antilles,ANT,2020,0.0,0.0
Niger,NER,2020,0.0,0.0
Nigeria,NGA,2020,1780.92,259.1
Nicaragua,NIC,2020,1497.27,145.32
Northern Mariana Islands,MNP,2020,0.0,0.0
Norway,NOR,2020,0.0,0.0
Oman,OMN,2020,1072.5,160.48
Pakistan,PAK,2020,0.0,0.0
Palau,PLW,2020,0.0,0.0
Panama,PAN,2020,1880.64,48.72
Cote d'Ivoire,CIV,2020,0.0,0.0
Papua New Guinea,PNG,2020,0.0,0.0
Paraguay,PRY,2020,1880.64,35.32
France,FRA,2020,196674.61,5721.98
Peru,PER,2020,1417.5,47.7
Philippines,PHL,2020,266448.45,22888.88
Poland,POL,2020,60.7,0.7
Portugal,PRT,2020,594.84,10.0
Puerto Rico,PRI,2020,32.75,0.5
Qatar,QAT,2020,0.0,0.0
Czech Republic,CZE,2020,0.0,0.0
Dominican Republic,DOM,2020,2461.66,20.0
Reunion,REU,2020,763.06,151.0
Romania,ROU,2020,0.0,0.0
Saint Kitts and Nevis,KNA,2020,7448.53,252.0
Saint Lucia,LCA,2020,0.0,0.0
Sao Tome and Principe,STP,2020,0.0,0.0
Saudi Arabia,SAU,2020,391671.87,30431.96
New Zealand,NZL,2020,6681.13,314.13
Serbia,SRB,2020,0.0,0.0
Seychelles,SYC,2020,1413.0,60.0
Singapore,SGP,2020,538172.42,23677.5
Slovakia,SVK,2020,0.0,0.0
Slovenia,SVN,2020,0.0,0.0
Somalia,SOM,2020,0.0,0.0
Spain,ESP,2020,4114.49,152.13
Sri Lanka,LKA,2020,138659.46,33955.8
Saint Vincent and the Grenadines,VCT,2020,0.0,0.0
Sudan,SDN,2020,0.0,0.0
Suriname,SUR,2020,11660.2,286.25
Eswatini,SWZ,2020,0.0,0.0
Sweden,SWE,2020,25831.23,1001.44
Switzerland,CHE,2020,7314.38,100.4
Taiwan,TWN,2020,6469.96,501.27
Thailand,THA,2020,826877.92,108729.76
Timor-Leste,TLS,2020,2652.0,517.0
Togo,TGO,2020,0.0,0.0
Tonga,TON,2020,0.0,0.0
Trinidad and Tobago,TTO,2020,0.0,0.0
Tunisia,TUN,2020,0.0,0.0
Turkey,TUR,2020,2631.5,16.56
Turks and Caicos Islands,TCA,2020,1087.72,4.27
United States Virgin Islands,VIR,2020,0.0,0.0
Uganda,UGA,2020,0.0,0.0
Ukraine,UKR,2020,0.0,0.0
United Arab Emirates,ARE,2020,298463.8,15494.36
Uruguay,URY,2020,522.0,17.53
Uzbekistan,UZB,2020,0.0,0.0
Vanuatu,VUT,2020,0.0,0.0
Venezuela,VEN,2020,0.0,0.0
Vietnam,VNM,2020,231780.25,16551.83
British Virgin Islands,VGB,2020,0.0,0.0
Yemen,YEM,2020,0.0,0.0
Greece,GRC,2020,16245.74,76.73
Zimbabwe,ZWE,2020,0.0,0.0
South Africa,ZAF,2021,2755.3,29524.62
Albania,ALB,2021,0.0,0.0
Algeria,DZA,2021,0.0,0.0
United States,USA,2021,1211509.9,24709455.73
Angola,AGO,2021,0.0,0.0
Argentina,ARG,2021,0.0,0.0
Aruba,ABW,2021,0.0,0.0
Australia,AUS,2021,20508.49,516951.11
Austria,AUT,2021,28.2,782.65
Bahamass,BHS,2021,0.0,0.0
Bahrain,BHR,2021,0.56,91.27
Bangladesh,BGD,2021,0.0,0.0
Barbados,BRB,2021,0.0,0.0
Netherlands,NLD,2021,13393.09,262647.78
Belgium,BEL,2021,7703.84,209858.91
Belize,BLZ,2021,0.0,0.0
Benin,BEN,2021,0.0,0.0
Bermuda,BMU,2021,0.0,0.0
Bolivia,BOL,2021,0.0,0.0
Brazil,BRA,2021,0.0,0.0
Brunei Darussalam,BRN,2021,1499.0,26676.8
Bulgaria,BGR,2021,0.0,0.0
Chile,CHL,2021,562.08,15280.34
China,CHN,2021,16415.3,197898.23
Colombia,COL,2021,189.29,4894.54
COOK ISLANDS,COK,2021,0.0,0.0
Costa Rica,CRI,2021,526.0,7353.16
Cyprus,CYP,2021,0.0,0.0
Denmark,DNK,2021,1525.29,36615.38
Djibouti,DJI,2021,0.0,0.0
Ecuador,ECU,2021,0.0,0.0
El Salvador,SLV,2021,1380.0,7715.0
Ethiopia,ETH,2021,0.0,0.0
Russia,RUS,2021,1954.39,54603.87
Fiji,FJI,2021,87773.39,967189.01
Finland,FIN,2021,0.0,0.0
French Polynesia,PYF,2021,5157.16,52666.84
Gambia,GMB,2021,0.0,0.0
Georgia,GEO,2021,0.0,0.0
Ghana,GHA,2021,0.0,0.0
Gibraltar,GIB,2021,0.0,0.0
Guadeloupe,GLP,2021,0.0,0.0
Guam,GUM,2021,0.0,0.0
Guinea,GIN,2021,365.0,75.0
Guyana,GUY,2021,0.0,0.0
Haiti,HTI,2021,0.0,0.0
Hong Kong,HKG,2021,5036.07,179203.25
Hungary,HUN,2021,0.0,0.0
Iceland,ISL,2021,0.0,0.0
India,IND,2021,731.79,19375.73
United Kingdom,GBR,2021,49086.4,1170125.71
Iraq,IRQ,2021,0.0,0.0
Iran,IRN,2021,0.0,0.0
Ireland,IRL,2021,0.5,106.66
Israel,ISR,2021,6.06,1575.62
Italy,ITA,2021,53436.29,327683.29
Jamaica,JAM,2021,0.0,0.0
Japan,JPN,2021,41986.27,491560.91
Germany,DEU,2021,23379.37,602227.65
JERSEY,JEY,2021,0.0,0.0
Jordan,JOR,2021,0.0,0.0
New Caledonia,NCL,2021,0.0,0.0
Cambodia,KHM,2021,40.0,483.0
Cameroon,CMR,2021,0.0,0.0
Canada,CAN,2021,45181.52,764355.18
Kazakhstan,KAZ,2021,0.0,0.0
Kenya,KEN,2021,0.0,0.0
Republic of the Congo,COG,2021,0.0,0.0
South Korea,KOR,2021,5619.91,47341.94
Croatia,HRV,2021,300.72,8135.22
Kuwait,KWT,2021,6079.81,69125.33
Latvia,LVA,2021,0.0,0.0
Lebanon,LBN,2021,0.0,0.0
Libya,LBY,2021,0.0,0.0
Lithuania,LTU,2021,0.0,0.0
Luxembourg,LUX,2021,0.0,0.0
Macau,MAC,2021,0.0,0.0
Madagascar,MDG,2021,18736.6,71938.2
Maldives,MDV,2021,1.0,18.62
Malaysia,MYS,2021,128428.22,1141893.53
Malta,MLT,2021,0.0,0.0
Morocco,MAR,2021,0.0,0.0
Martinique,MTQ,2021,0.0,0.0
Mauritania,MRT,2021,0.0,0.0
Mauritius,MUS,2021,0.0,0.0
Mexico,MEX,2021,1914.85,53036.18
Egypt,EGY,2021,0.0,0.0
Monaco,MCO,2021,0.0,0.0
Mongolia,MNG,2021,0.0,0.0
Myanmar,MMR,2021,15968.4,112531.6
Namibia,NAM,2021,0.0,0.0
Nepal,NPL,2021,0.0,0.0
Netherlands Antilles,ANT,2021,0.0,0.0
Niger,NER,2021,0.0,0.0
Nigeria,NGA,2021,1829.0,23335.19
Nicaragua,NIC,2021,0.0,0.0
Northern Mariana Islands,MNP,2021,0.0,0.0
Norway,NOR,2021,1713.28,74071.93
Oman,OMN,2021,649.37,6570.25
Pakistan,PAK,2021,0.0,0.0
Palau,PLW,2021,0.0,0.0
Panama,PAN,2021,73.65,2455.92
Cote d'Ivoire,CIV,2021,0.0,0.0
Papua New Guinea,PNG,2021,0.0,0.0
Paraguay,PRY,2021,0.0,0.0
France,FRA,2021,4712.75,64007.09
Peru,PER,2021,406.29,12180.44
Philippines,PHL,2021,47716.84,415475.65
Poland,POL,2021,4190.01,105963.38
Portugal,PRT,2021,0.0,0.0
Puerto Rico,PRI,2021,0.0,0.0
Qatar,QAT,2021,0.0,0.0
Czech Republic,CZE,2021,0.0,0.0
Dominican Republic,DOM,2021,4710.6,23540.4
Reunion,REU,2021,0.0,0.0
Romania,ROU,2021,0.0,0.0
Saint Kitts and Nevis,KNA,2021,0.0,0.0
Saint Lucia,LCA,2021,0.0,0.0
Sao Tome and Principe,STP,2021,0.0,0.0
Saudi Arabia,SAU,2021,372.86,12786.32
New Zealand,NZL,2021,1017.28,39994.24
Serbia,SRB,2021,49.43,1492.46
Seychelles,SYC,2021,493.3,4440.25
Singapore,SGP,2021,15178.16,155118.15
Slovakia,SVK,2021,0.0,0.0
Slovenia,SVN,2021,0.0,0.0
Somalia,SOM,2021,920.0,4605.0
Spain,ESP,2021,3011.41,108891.73
Sri Lanka,LKA,2021,33013.2,162392.81
Saint Vincent and the Grenadines,VCT,2021,0.0,0.0
Sudan,SDN,2021,2823.85,114862.0
Suriname,SUR,2021,0.0,0.0
Eswatini,SWZ,2021,0.0,0.0
Sweden,SWE,2021,4780.62,141891.78
Switzerland,CHE,2021,943.34,25557.86
Taiwan,TWN,2021,866.99,8869.95
Thailand,THA,2021,70092.39,873552.11
Timor-Leste,TLS,2021,136.0,326.0
Togo,TGO,2021,0.0,0.0
Tonga,TON,2021,0.0,0.0
Trinidad and Tobago,TTO,2021,0.0,0.0
Tunisia,TUN,2021,0.0,0.0
Turkey,TUR,2021,121406.72,504834.27
Turks and Caicos Islands,TCA,2021,0.0,0.0
United States Virgin Islands,VIR,2021,0.0,0.0
Uganda,UGA,2021,0.0,0.0
Ukraine,UKR,2021,0.0,0.0
United Arab Emirates,ARE,2021,11369.58,167966.67
Uruguay,URY,2021,87.79,3118.0
Uzbekistan,UZB,2021,0.0,0.0
Vanuatu,VUT,2021,0.0,0.0
Venezuela,VEN,2021,0.0,0.0
Vietnam,VNM,2021,15554.83,234549.11
British Virgin Islands,VGB,2021,0.0,0.0
Yemen,YEM,2021,0.0,0.0
Greece,GRC,2021,113.6,4214.85
Zimbabwe,ZWE,2021,0.0,0.0
